sex,age,educ,income,married,race
1,80,11,18900,0,1
1,36,13,96000,1,1
1,37,9,32000,0,2
1,33,9,0,1,2
1,54,11,22000,1,1
1,52,13,38000,0,3
1,27,8,30000,1,3
0,31,13,73000,0,3
1,61,8,1800,0,1
0,18,9,1000,0,1
0,36,2,34000,1,2
0,18,8,0,0,1
0,21,11,22000,0,1
1,70,1,14300,0,1
1,45,9,0,1,1
0,39,9,60000,1,4
0,60,8,325000,1,2
1,34,13,0,1,1
0,31,3,32000,1,2
1,29,11,24600,0,4
0,49,8,14000,1,2
0,31,5,0,0,2
1,27,13,40000,1,1
1,45,11,7000,1,1
1,42,8,13000,0,1
1,40,4,12000,1,2
0,24,6,20500,0,2
1,20,11,340,0,2
0,29,9,76000,1,1
1,43,9,28600,0,2
1,75,9,4300,1,1
0,30,11,62000,0,1
0,20,11,0,0,1
1,35,11,18900,1,1
0,81,2,11600,1,2
1,43,9,48200,1,1
0,31,9,39000,1,2
0,44,12,58000,0,1
1,76,9,12800,0,1
0,66,14,17600,1,1
0,37,12,30000,1,3
1,25,11,10000,0,1
1,26,15,5000,1,1
0,46,11,40000,0,1
1,38,11,24300,0,1
1,37,6,5100,1,2
0,31,5,20900,1,4
1,51,13,25000,0,1
0,53,1,11100,1,4
0,53,9,15300,1,1
1,54,10,36000,1,1
1,51,11,45000,1,1
1,53,13,65000,1,4
1,20,11,5000,0,1
1,84,13,17500,0,1
1,28,13,14000,1,2
0,28,13,26000,0,4
1,44,10,0,1,1
0,46,13,53000,1,1
0,66,2,40000,1,2
1,37,14,6000,1,1
0,41,9,32200,1,2
0,18,6,0,0,2
1,38,8,19000,0,2
0,34,11,42610,1,2
1,53,11,7000,0,3
0,61,11,58000,1,1
1,40,14,91000,1,4
0,43,9,27000,0,1
1,24,11,12000,1,1
0,60,15,59000,1,1
0,47,14,36000,0,1
1,82,14,52300,0,1
0,38,11,90000,1,1
0,34,5,40000,1,2
0,40,13,1e+05,1,1
1,93,9,48800,0,1
1,43,8,8900,1,1
1,53,9,10000,1,2
1,56,10,37300,1,1
0,56,13,47800,1,4
1,33,14,8000,1,4
0,25,9,29000,0,2
0,84,10,41400,1,1
0,33,10,55000,1,1
1,51,13,0,1,1
0,72,13,25200,1,1
0,27,4,19000,1,2
1,40,3,0,1,2
0,84,7,72200,1,2
1,43,10,3100,1,1
0,34,9,8000,0,3
1,87,9,31000,0,1
1,42,9,45500,1,1
0,49,3,30700,1,2
1,41,9,11000,1,2
0,48,8,65000,1,2
1,22,5,0,0,2
1,40,10,22000,1,1
0,71,12,14200,1,1
1,31,11,0,1,1
1,26,8,12400,0,2
0,36,4,45000,1,2
0,22,10,28300,0,1
0,41,9,79000,1,1
0,38,14,84800,0,1
0,50,13,90000,1,1
0,44,13,87000,0,1
0,38,8,19000,1,2
1,29,11,7500,1,1
1,35,11,27100,1,3
1,51,1,3000,1,4
0,35,10,35000,1,2
0,50,13,28000,0,1
1,50,16,86300,1,2
0,77,12,0,1,1
0,37,14,147000,1,1
1,19,11,2000,1,1
0,70,9,8300,1,1
0,42,9,36000,1,2
1,39,9,0,1,1
1,25,9,0,1,2
1,35,9,10000,1,2
0,38,8,5000,0,1
0,22,3,10400,0,2
1,21,7,8000,0,2
0,45,13,125000,1,1
0,68,9,39100,1,1
1,81,5,4000,0,1
0,51,8,0,0,1
0,28,3,11400,0,2
1,51,14,11500,1,1
1,49,11,0,1,1
0,28,7,18000,0,2
1,63,4,3700,1,1
1,20,10,5100,0,2
0,52,13,197000,1,1
1,56,12,48600,1,1
1,58,11,34000,0,3
1,43,12,55000,0,1
1,76,7,7700,0,1
0,41,13,99000,1,4
0,81,6,8500,0,2
0,22,9,7300,0,1
1,31,13,0,1,4
1,19,8,7200,0,1
0,27,13,16700,0,1
0,20,8,6700,0,3
0,57,1,30000,1,2
1,32,9,10000,1,2
0,29,13,0,0,1
0,58,13,31100,1,1
1,86,9,8100,0,1
0,59,2,10480,0,2
1,35,15,0,1,4
1,58,4,19000,1,3
1,28,9,13000,0,1
0,31,3,4300,0,2
0,35,9,23200,1,1
0,58,13,80000,1,1
1,20,8,16500,0,2
0,76,9,27700,0,1
0,45,9,0,0,1
0,23,9,44000,0,1
0,76,13,20200,0,1
0,76,2,7200,1,2
0,28,6,19000,1,2
1,25,13,30000,0,1
1,32,9,0,0,1
1,18,7,2900,0,1
1,33,5,0,1,2
0,18,10,0,0,1
0,31,4,12000,1,2
1,41,11,16300,0,2
0,29,8,39000,1,2
0,25,2,6400,0,2
1,18,10,0,0,2
1,45,14,22000,1,4
1,33,9,28800,1,4
1,32,3,6000,1,2
1,54,3,16000,1,2
1,45,9,50000,0,1
0,49,10,80190,1,1
1,42,11,10000,1,3
1,18,8,6400,0,2
0,55,10,3000,1,1
0,82,15,18600,1,1
0,22,11,0,0,4
0,23,3,15000,0,2
1,40,11,29000,1,1
0,39,13,12000,0,1
1,34,8,5000,0,3
1,37,13,0,1,4
1,69,13,5900,1,1
0,36,3,27600,0,4
0,53,6,7800,1,1
1,68,11,3900,1,1
0,59,9,83600,1,2
1,25,8,21000,1,2
0,19,3,10010,0,2
1,58,8,7700,1,1
1,30,14,37800,1,4
1,60,12,44300,1,1
1,28,9,25000,0,2
0,74,14,23200,1,1
0,42,2,0,0,1
0,48,8,9700,1,4
0,43,13,66240,1,4
1,32,15,50500,0,4
0,44,7,6000,0,1
0,33,13,65250,1,1
0,37,10,8000,1,1
0,34,11,25000,0,2
1,32,11,38000,1,1
1,36,9,0,0,3
1,31,9,0,1,2
1,54,11,2300,1,1
1,68,9,0,1,1
0,35,5,22100,0,1
0,43,15,287000,1,4
1,46,9,9400,1,2
0,19,9,13000,1,1
0,74,6,170900,1,1
0,25,9,800,1,2
1,84,3,0,0,2
0,38,11,82000,1,1
0,41,9,68000,1,1
0,62,9,59400,1,1
0,29,11,46680,1,1
0,50,9,70000,1,1
0,69,6,11200,0,2
0,80,12,4,1,4
1,67,12,11300,0,1
1,38,11,30000,1,2
0,49,15,225000,1,1
1,35,11,70,1,1
0,20,10,0,0,1
0,21,8,0,0,4
0,24,10,23000,1,2
0,69,14,77800,1,1
0,21,9,13900,0,2
0,55,13,50000,1,1
1,72,9,10800,1,2
1,68,14,27800,0,3
0,80,12,10800,0,1
1,31,9,6700,0,3
0,19,9,19000,0,2
1,41,12,18050,1,1
1,59,9,70000,1,2
0,49,14,67000,0,1
0,65,9,12900,1,1
0,41,13,45000,0,1
0,35,13,16000,1,2
0,55,13,50500,1,2
1,62,10,30000,1,1
1,44,13,17590,1,1
1,62,9,5100,0,2
0,55,11,3700,0,1
0,56,11,33000,1,1
1,72,9,40000,0,1
1,20,10,12000,0,1
1,32,8,2000,1,2
1,42,13,0,1,1
1,21,11,11000,0,1
1,36,9,0,0,1
0,39,9,61000,1,2
1,75,1,8000,0,4
0,22,11,34600,0,1
1,22,10,5800,0,1
1,21,9,0,1,2
1,40,9,60000,0,1
0,55,14,111500,1,1
0,40,10,40650,1,1
0,53,13,1e+05,1,1
1,20,8,21000,0,2
0,61,12,35000,1,4
0,21,9,10700,0,4
0,83,7,14400,0,3
1,85,9,19000,0,1
1,21,11,20000,0,1
0,63,1,15600,1,2
1,56,9,11000,1,4
1,58,7,5000,1,1
0,42,4,21000,1,2
1,48,13,0,1,1
1,48,9,0,1,2
1,27,11,49300,1,1
0,39,5,25000,1,2
1,46,14,46500,1,1
1,21,11,5000,0,1
0,33,13,48000,1,2
0,21,4,12000,0,2
0,48,9,15100,1,1
0,63,4,0,0,2
1,65,12,2400,1,2
1,67,12,7100,1,4
0,39,9,0,1,2
0,30,13,50000,1,4
0,35,12,80000,1,1
0,22,13,0,0,4
1,40,13,64000,0,1
1,32,10,28000,0,2
0,93,1,9100,1,1
0,47,3,20000,1,2
0,35,8,19000,1,3
1,41,13,20000,1,4
0,69,9,29400,1,1
1,33,14,22000,1,4
0,18,8,0,0,4
0,27,13,21600,1,1
1,24,12,0,1,1
1,50,9,0,1,2
1,64,9,5900,0,1
0,33,15,20000,0,1
0,25,9,64000,0,2
1,61,14,48280,0,1
0,26,9,15000,1,2
1,50,11,7740,1,1
0,49,13,20000,0,1
1,50,11,53000,1,4
0,88,9,33830,1,1
0,54,9,60000,1,1
0,52,13,94200,1,1
0,37,9,85000,1,1
1,38,9,6000,0,1
0,64,13,0,1,4
0,73,4,13830,1,1
0,31,13,35000,0,1
0,43,10,37500,0,1
0,35,9,6500,1,1
0,50,9,50000,1,1
0,26,10,16000,0,3
1,66,9,5200,1,1
0,18,7,0,0,4
1,46,13,13880,1,1
1,41,9,32000,1,2
0,73,9,27760,1,1
1,38,13,58000,1,1
1,32,13,25000,1,4
0,40,9,32000,1,1
0,61,11,43720,1,1
1,71,9,18000,0,2
1,46,9,62600,0,1
1,68,10,90000,0,1
1,53,11,0,1,1
1,50,1,14000,1,1
1,19,9,0,0,2
0,34,5,23000,1,2
1,52,9,74000,0,2
1,87,10,7800,0,1
1,56,9,15000,0,3
0,27,13,40500,0,1
1,38,13,42000,0,1
0,51,9,24000,1,2
0,30,6,22000,0,1
1,34,14,40030,0,1
0,23,10,34000,1,1
1,46,12,32000,0,1
1,44,9,22200,1,2
1,37,9,12400,1,1
1,20,11,300,1,1
1,51,12,65000,1,1
1,58,12,100,1,4
1,41,14,141000,1,1
1,23,9,4800,0,2
0,71,13,50000,1,2
0,51,13,71030,1,3
1,36,7,4800,1,3
0,53,13,95150,0,1
0,38,8,10100,0,3
0,46,3,22500,1,2
1,35,9,26270,1,3
0,36,14,0,0,4
1,43,9,59000,0,1
1,51,11,4600,1,1
1,67,1,1900,0,2
1,24,9,14800,1,2
1,44,9,3600,0,1
0,58,10,7300,1,1
0,60,11,71000,1,1
1,52,11,46800,0,1
1,19,10,10000,0,4
0,54,9,31000,0,1
0,78,14,40600,1,1
0,65,3,11500,1,2
0,78,10,37400,1,1
1,23,13,17700,0,1
1,29,11,5000,0,1
1,39,4,7100,0,2
1,51,9,20000,0,1
1,25,8,1900,1,2
1,43,13,68000,1,2
1,69,14,32100,1,1
1,66,13,53300,0,1
1,61,7,27500,1,1
0,20,3,13000,0,2
0,24,13,25000,0,1
0,41,13,50000,0,1
1,36,9,0,1,1
1,41,9,22000,0,1
0,40,11,325000,1,1
1,74,13,7200,1,1
1,62,9,33100,1,1
1,33,11,24000,0,4
0,48,12,93000,1,4
1,23,11,0,0,1
0,67,9,19100,1,1
1,62,12,23000,1,1
1,37,10,14000,1,3
1,45,12,40000,1,1
0,54,15,100300,1,1
0,67,6,9750,1,1
0,41,11,36150,1,4
1,52,12,45000,0,3
1,76,9,8400,1,1
0,43,14,43700,0,1
1,48,1,7900,1,4
1,26,13,34510,1,1
1,64,5,3800,1,1
0,68,9,8400,0,1
1,87,9,122300,0,1
1,68,9,8900,1,1
1,31,11,15000,0,1
0,26,11,52000,0,1
0,43,8,0,0,1
0,20,9,6000,0,4
1,40,9,32000,1,1
1,60,13,34000,1,1
1,29,13,0,1,4
1,23,11,15000,0,1
1,78,2,6500,0,2
0,21,10,7200,0,4
0,51,13,58000,1,1
0,22,3,4000,0,2
0,62,13,50000,0,1
1,31,2,34000,0,1
1,28,9,12000,0,3
1,51,1,0,0,4
0,41,11,55000,1,1
1,45,3,6390,1,2
1,41,15,35300,0,1
1,31,15,28820,1,4
1,39,7,20800,1,1
0,47,14,14700,1,1
1,26,10,0,1,2
0,24,2,8000,0,2
1,43,11,0,1,1
0,49,13,39000,0,1
1,41,10,31000,1,1
1,18,7,0,1,2
0,34,11,15000,1,4
1,57,10,38500,0,1
1,70,7,7800,0,1
0,29,9,63000,0,1
0,38,9,5000,1,2
0,74,13,29200,1,4
1,60,12,2500,1,3
1,56,1,1900,0,4
0,21,9,14600,0,1
1,38,10,22900,1,1
0,45,14,76500,0,1
1,32,11,33500,0,1
0,30,13,55000,1,4
1,50,7,0,1,2
0,24,5,18600,1,2
0,36,9,64500,1,1
1,35,11,48000,0,2
1,37,10,10800,0,2
0,72,9,34940,1,1
1,60,9,0,1,1
1,60,14,70130,1,1
1,19,10,4500,0,1
1,37,10,21000,0,1
0,38,7,23000,1,1
1,42,13,26400,0,1
0,53,14,18000,1,1
0,30,8,14240,1,2
1,63,11,3800,1,1
1,51,13,1200,1,1
0,49,11,20600,1,1
1,62,13,23100,1,1
0,32,13,47000,0,1
0,28,7,600,0,1
0,85,14,130000,1,1
1,25,13,71000,1,4
1,66,4,32000,0,2
1,61,9,20000,1,1
1,42,14,100250,1,1
1,57,11,19000,0,2
0,49,1,26300,0,2
0,62,12,111800,1,2
1,40,13,28000,1,4
0,65,6,24000,0,2
1,40,9,30000,0,2
1,28,1,5000,0,2
1,40,10,30000,1,2
1,62,4,8900,1,1
0,62,9,39600,0,1
1,36,11,4,1,1
0,85,9,27000,1,1
1,67,12,4300,0,1
1,49,15,46000,1,1
1,76,10,27000,0,1
0,48,13,0,1,1
1,76,9,0,0,1
1,39,9,21600,0,2
0,46,11,40000,1,2
1,56,9,2500,1,3
1,31,7,280,0,2
0,20,11,3000,1,1
1,36,9,11000,0,4
1,50,1,0,0,2
1,47,14,19400,1,1
0,24,11,7000,1,4
0,30,16,18500,0,1
1,67,6,25500,0,1
0,49,3,0,1,4
0,60,11,7060,0,3
0,55,13,158000,0,1
0,56,8,56000,1,1
1,36,9,41100,1,1
0,39,11,39000,0,1
1,72,9,16900,0,1
1,63,13,10250,1,2
1,55,12,14400,0,2
1,63,1,0,0,2
1,44,9,0,1,1
1,70,4,4400,1,2
0,93,7,6000,0,4
0,20,10,17000,0,2
0,47,12,42000,0,1
1,18,9,1800,0,4
1,41,6,0,1,1
0,33,10,35000,1,2
0,36,11,42000,0,1
1,48,10,32000,1,2
1,32,11,2000,1,1
1,26,11,3900,0,1
1,20,9,8200,0,2
1,33,11,24000,0,1
0,44,14,70050,1,1
1,45,9,55000,1,1
0,54,13,174000,0,1
1,31,13,28800,0,4
0,28,11,14000,0,1
1,55,12,8000,0,1
0,79,14,38700,1,1
1,71,10,8900,1,1
0,50,9,36000,1,3
1,26,13,36900,1,1
0,29,9,0,1,2
1,43,14,50000,0,1
1,30,9,14000,0,1
1,33,10,0,1,1
0,32,9,40000,0,1
0,45,12,27000,0,1
0,47,2,32000,1,2
1,21,11,11000,0,2
1,21,9,20000,0,1
1,23,1,0,1,2
1,36,6,10000,0,4
1,30,9,18000,1,1
0,73,12,55800,1,1
1,61,13,18600,0,1
1,30,7,7050,0,3
1,71,11,7200,1,1
0,30,3,5000,1,2
0,48,6,4300,1,2
1,46,13,0,1,1
1,37,10,36000,1,1
1,34,9,12000,0,3
1,41,9,32000,1,2
1,29,11,15900,0,1
0,43,13,325000,1,1
1,58,9,39480,0,3
0,26,9,45000,1,1
0,37,5,7620,1,4
0,55,9,24000,1,1
0,68,13,80500,1,1
1,76,15,0,0,2
0,26,3,16000,0,2
1,28,13,30000,0,1
0,60,15,67800,0,1
0,43,7,0,0,1
0,80,9,14800,1,1
1,64,9,28100,0,1
0,28,11,42000,0,2
1,37,8,0,1,2
0,64,12,39500,1,1
0,40,12,56000,0,1
1,74,8,8400,0,2
0,56,14,65000,1,1
1,21,11,8400,0,1
0,35,13,3600,1,2
0,39,9,0,1,1
1,24,12,3800,0,1
1,45,11,7900,0,1
1,28,13,38500,1,4
1,47,6,17000,1,1
1,36,9,10800,0,1
1,62,2,1300,0,2
0,33,9,5000,1,1
0,70,13,46700,0,1
0,48,9,24400,1,1
1,46,4,22000,1,2
1,61,12,28000,0,1
1,61,11,0,1,1
0,65,9,22700,1,2
0,71,9,26800,1,1
1,38,10,30000,1,1
1,52,12,38600,1,2
0,42,11,14200,0,1
1,26,1,0,1,2
0,73,11,7000,1,1
0,47,11,93000,1,2
0,44,10,28610,1,2
1,20,11,0,1,2
1,44,11,0,1,1
1,31,11,0,0,1
0,37,7,26400,0,2
1,58,13,0,0,4
1,26,3,3000,1,2
0,30,9,31000,1,2
1,21,13,0,1,4
0,64,14,60000,1,1
1,75,3,7900,0,2
0,66,6,9800,1,2
1,32,9,22000,1,2
0,59,11,9500,1,4
1,25,9,36000,0,3
1,52,13,48270,1,1
1,59,12,29150,0,1
1,35,9,14000,1,4
1,39,13,53000,1,4
1,68,8,8000,1,1
1,43,3,8400,1,2
0,64,1,26000,1,2
1,35,8,0,0,2
0,28,8,19000,1,2
1,70,11,22300,1,1
1,53,9,17000,1,1
0,19,10,0,0,1
1,30,10,46700,0,2
0,80,15,137000,1,1
1,43,11,5000,1,1
1,55,7,33000,0,1
1,38,12,0,1,1
1,34,14,36000,1,2
0,27,13,24000,0,2
1,24,11,11700,0,2
1,66,3,13600,0,2
0,71,3,5000,1,1
0,18,7,1900,0,1
1,22,9,14000,0,1
1,31,11,82100,0,1
1,32,11,21200,1,1
1,36,13,25200,1,1
0,73,13,42000,0,1
0,45,13,325000,1,1
0,61,15,171000,1,4
0,51,13,15000,1,4
0,43,11,15600,1,2
1,41,11,31900,0,4
0,56,1,8000,1,4
1,52,12,38000,1,1
1,27,13,45200,0,1
1,44,7,5140,0,2
1,38,13,35000,0,3
1,58,13,47300,0,1
0,30,9,18000,1,1
1,56,16,97000,1,1
0,71,11,79700,0,2
0,38,9,51000,0,1
1,50,9,8500,0,1
0,21,9,0,0,1
0,36,9,24500,1,4
0,20,11,2600,0,4
1,77,9,7660,1,1
1,36,8,75000,0,4
0,37,11,51000,1,1
0,43,10,40000,1,1
1,55,9,0,1,1
1,36,7,4000,1,2
1,33,9,34000,1,4
0,54,15,73170,1,3
1,57,12,92000,0,1
1,18,7,1400,0,4
0,30,8,35000,0,2
1,46,12,76000,1,1
0,34,9,33000,1,1
0,42,9,15000,1,1
1,31,9,48000,1,1
1,41,4,4500,1,2
1,30,14,28000,1,1
0,86,13,58800,1,1
0,24,6,15000,1,2
0,56,9,25000,1,1
1,22,11,3250,1,1
0,57,11,42000,0,1
1,52,7,0,1,2
1,51,15,68000,1,1
1,27,10,0,1,1
1,28,10,1400,0,1
0,83,13,11500,1,1
0,87,11,16900,0,1
0,34,9,14010,1,1
1,74,11,7600,1,1
0,37,9,41000,1,1
1,75,9,14400,1,1
0,27,12,24000,0,2
0,62,15,462000,1,1
0,45,2,8000,0,2
1,21,7,4500,0,2
1,78,10,18900,0,1
1,19,11,0,0,3
0,38,9,8200,1,3
0,83,11,69800,1,1
1,25,8,2000,0,2
1,38,12,21800,0,1
0,79,13,29830,1,1
1,20,9,9000,0,2
1,70,9,10200,1,1
1,48,12,0,1,1
1,31,12,60000,1,1
1,48,12,0,1,1
1,38,15,16860,1,1
1,46,9,0,1,2
0,34,12,64900,1,1
0,39,13,21000,0,1
0,31,1,10000,0,2
0,76,9,21680,1,4
0,76,9,19100,1,1
1,71,9,10600,0,4
0,40,11,65000,1,1
0,46,3,17000,1,4
0,46,11,30000,1,1
1,44,12,10300,0,3
0,37,10,18000,0,1
0,36,13,40000,1,1
0,26,14,20800,1,4
1,57,10,48100,1,1
0,57,8,32100,1,2
1,45,13,40000,1,1
0,32,11,50000,1,2
0,93,2,0,1,2
1,43,2,0,1,2
0,38,13,50200,1,1
1,29,9,26400,0,2
1,34,12,21300,1,1
0,71,11,281200,1,1
0,47,11,37350,1,1
0,46,9,54050,1,1
0,74,4,14900,1,1
0,37,11,9000,0,1
0,34,11,8000,0,3
0,55,16,127500,1,1
1,19,10,8000,0,1
0,24,12,14000,0,2
1,74,10,14200,1,1
1,58,14,87000,1,1
0,49,12,31000,0,1
1,70,11,5000,1,1
0,33,11,25000,0,1
0,43,11,64000,1,1
1,45,11,35700,1,1
0,40,10,48000,1,1
1,43,9,15400,0,4
0,28,3,20000,0,2
1,57,9,21200,0,2
0,52,11,50000,1,1
1,20,11,3200,0,1
0,45,10,35110,1,1
1,44,14,21160,1,1
0,24,8,12500,0,2
0,57,9,39000,1,4
0,55,13,33700,1,3
1,79,14,151000,0,1
1,55,9,34000,0,2
0,22,1,7000,0,1
1,63,5,15000,0,1
1,44,14,2000,1,1
1,34,13,0,1,4
1,75,7,85000,0,1
1,26,11,31400,0,4
0,36,3,8000,0,2
0,52,11,68000,1,1
0,45,14,80000,0,1
1,42,11,0,1,1
0,73,8,0,1,4
1,84,9,0,1,1
0,77,16,152420,1,1
1,73,7,5000,1,1
1,38,9,0,1,2
1,36,8,0,1,2
0,29,12,44000,0,1
1,28,11,64130,0,1
1,57,13,54000,1,4
1,65,11,22500,1,1
1,66,7,23000,0,1
1,41,3,0,0,2
1,43,9,29000,1,1
0,74,5,39300,0,1
0,40,14,25000,0,1
1,50,11,27900,0,4
0,36,5,41900,1,2
0,55,13,40300,1,4
1,51,9,33000,1,1
1,46,14,70000,0,3
0,37,11,251000,1,1
0,58,11,60000,0,1
1,28,8,0,1,2
0,28,13,50000,0,4
1,62,4,12500,0,1
1,21,9,12000,0,1
1,28,11,10000,0,1
0,66,11,21300,1,1
0,27,9,5600,0,4
0,38,12,65000,1,1
1,21,11,17000,0,2
0,43,13,37000,1,1
0,83,9,32000,1,1
1,46,14,332000,0,1
0,34,13,2000,0,4
0,46,13,27000,0,1
0,52,14,1e+05,1,4
0,44,12,45000,0,1
0,52,13,388000,1,1
1,47,9,31650,0,1
0,45,9,25300,1,2
1,32,10,3500,0,2
0,45,11,83000,0,2
0,39,12,60000,0,1
0,52,14,169100,1,1
0,79,7,22700,1,1
1,19,11,11800,0,1
0,61,14,212000,1,1
0,43,1,13000,1,2
0,34,11,55000,1,1
0,33,13,80500,1,1
1,64,11,7200,0,1
0,21,5,0,1,2
0,20,7,0,1,2
1,84,9,24800,0,1
1,18,8,0,0,2
1,68,12,21690,1,4
0,35,11,53220,1,1
1,23,12,29100,1,1
0,65,13,55500,1,1
0,43,11,36000,0,1
1,57,12,46900,1,1
1,44,11,3800,1,1
0,59,10,35000,0,1
0,38,9,8000,0,1
1,55,9,25000,1,2
1,26,7,5000,0,2
0,56,11,47000,0,3
0,34,9,40000,1,2
1,66,11,23700,0,1
0,73,13,41800,1,1
0,54,11,31600,1,2
0,55,11,45800,1,3
0,77,14,18660,1,1
1,82,8,11800,1,1
1,27,13,29600,1,2
0,93,3,7900,0,4
1,22,11,0,0,1
0,34,9,20900,1,2
1,49,3,11000,1,2
1,28,11,30800,0,1
0,33,13,326800,1,1
1,51,15,120000,1,4
0,30,13,93000,0,1
0,22,9,12000,0,4
1,50,13,1500,1,1
1,40,6,0,0,2
1,73,10,11300,0,1
0,26,11,0,1,4
0,27,11,50000,0,1
1,38,6,18000,1,2
0,31,3,35800,1,2
0,46,9,65000,1,1
1,35,9,0,1,1
0,23,7,22000,0,4
0,36,11,51200,0,1
1,60,9,0,1,1
0,57,12,29700,1,4
1,36,4,0,1,1
1,30,13,0,1,1
1,32,14,7100,0,1
1,39,13,59500,1,1
0,27,9,27000,0,2
1,36,11,0,1,1
1,62,11,39100,0,1
0,46,11,40820,1,2
0,32,2,20000,1,2
1,50,10,470,1,1
1,44,13,48000,1,4
0,35,9,12000,0,1
0,43,9,8700,1,1
0,59,9,41000,1,3
0,66,9,23800,0,1
1,81,11,8800,1,1
0,34,16,45000,0,3
0,51,15,150000,1,4
1,82,9,61400,0,1
1,34,10,0,1,4
1,39,9,10300,1,4
1,31,3,2000,1,2
1,26,9,0,0,2
1,19,11,700,1,4
1,20,8,0,0,2
1,58,13,95000,0,3
1,29,13,19200,0,1
0,59,4,24900,1,1
1,55,13,39000,1,1
0,26,9,0,0,2
1,43,7,11000,1,2
0,23,11,4200,1,2
1,42,1,18000,0,2
1,24,9,9700,0,3
0,67,10,21300,0,3
1,40,11,12400,1,1
0,36,13,70000,0,1
1,38,9,10000,1,2
0,79,9,15000,0,1
1,38,9,30000,0,1
1,36,11,32800,0,1
0,52,14,39700,1,1
0,24,9,13400,0,3
1,30,3,16000,0,4
1,33,9,16000,0,3
1,70,9,36400,1,3
0,61,14,153280,1,1
1,73,14,41900,0,1
0,39,3,9600,0,2
0,29,9,8000,0,3
0,55,9,30210,1,1
1,37,11,2500,0,1
1,20,8,4800,0,2
0,46,14,126000,1,1
0,56,13,54730,1,1
1,47,11,1900,0,1
1,49,11,23300,0,1
1,45,9,46300,0,2
0,36,9,34000,0,1
0,24,9,15000,0,1
1,44,10,24060,1,1
0,43,13,190000,1,1
1,39,12,62000,1,3
1,44,13,61090,0,1
0,68,12,10000,1,1
0,60,11,98000,1,2
0,48,14,58000,1,1
0,87,13,169500,1,1
0,32,8,35000,0,1
1,59,9,6000,1,2
0,37,9,63000,1,1
0,72,10,160800,1,1
0,38,9,64000,1,1
1,38,11,5030,1,1
0,57,13,27000,1,1
1,58,14,89500,0,1
1,32,6,1000,1,2
1,53,13,9000,1,4
0,38,3,50000,1,2
0,35,13,35000,0,1
1,28,14,63040,0,1
0,70,8,13710,1,1
1,33,9,21000,1,1
0,57,9,37200,0,1
0,39,13,45000,1,1
0,24,1,3600,0,2
1,69,6,6200,0,1
1,51,13,134200,0,1
1,69,13,24700,1,1
1,33,9,50000,0,2
0,62,13,175000,1,1
0,54,14,92000,0,4
1,26,12,0,1,2
1,51,12,7200,0,1
0,58,13,251000,0,1
1,25,9,6000,0,2
0,49,12,123000,1,1
0,43,11,57000,1,2
0,28,14,50000,0,4
1,30,9,40000,1,3
1,66,8,100600,1,1
0,47,14,74100,0,1
0,61,12,53000,1,1
1,57,10,6000,1,1
1,33,8,3600,0,2
1,63,9,7200,1,4
0,51,11,38000,1,1
1,78,3,6600,1,2
1,67,11,51000,0,1
1,20,11,6100,0,1
1,39,13,700,1,4
1,28,9,15000,0,2
1,36,13,0,1,1
1,37,11,0,1,1
0,28,9,12000,1,1
0,54,9,5000,0,1
1,47,14,9300,0,2
1,84,9,19600,0,1
1,55,14,59290,0,1
0,29,10,5500,1,1
1,44,8,19000,1,1
1,50,11,24000,1,1
1,71,9,3800,1,3
0,54,11,97600,1,1
1,52,9,0,1,1
1,46,15,19600,1,4
1,19,11,0,0,2
1,66,9,12800,0,1
0,51,9,10900,0,1
1,51,10,22700,1,4
1,38,13,25000,1,4
0,51,11,137000,1,4
1,18,7,0,0,2
1,72,11,18500,1,1
1,42,10,7780,0,2
1,51,2,10600,0,3
1,51,11,12900,1,1
1,49,12,29000,1,1
0,51,11,75000,1,2
0,46,2,7000,1,4
1,54,8,33200,1,4
1,34,3,24000,0,2
0,39,11,55000,0,1
0,44,12,40000,0,2
0,57,1,58000,1,2
0,40,3,13700,1,2
1,52,12,57000,1,1
1,37,8,0,1,1
1,63,5,25900,0,3
1,26,11,25000,0,4
0,35,14,23680,1,1
1,71,9,24400,1,1
0,51,12,65000,0,4
1,41,13,101000,1,1
1,21,11,0,0,4
1,24,9,0,0,2
0,33,9,24000,1,2
1,29,9,17900,0,1
0,21,5,7000,0,2
0,40,9,18000,0,1
1,42,10,56050,0,3
0,63,14,24000,1,4
0,45,11,43000,0,1
1,68,13,31200,1,1
0,61,6,26400,0,1
1,47,13,0,1,1
0,48,13,10400,1,4
1,44,12,45000,1,1
0,61,14,40340,1,1
0,34,11,92500,1,1
1,38,13,1e+05,1,1
1,37,11,1980,1,1
0,48,11,15500,1,1
1,41,3,30000,0,2
0,41,8,60000,1,2
0,39,9,7500,1,2
0,81,11,27400,0,1
0,23,3,13000,0,2
0,46,13,7000,0,4
1,76,6,9200,1,1
0,67,11,52800,1,1
1,36,13,3500,1,1
1,22,6,0,0,2
0,19,4,8700,0,2
0,34,14,350000,1,1
1,24,10,0,0,1
0,52,14,20000,1,1
0,30,8,16800,0,2
1,67,10,0,1,1
0,46,13,53000,0,4
0,52,12,49000,1,2
0,37,13,24000,0,2
1,51,13,12000,0,4
1,43,13,1200,1,2
0,37,9,32000,1,1
0,51,13,9100,0,3
0,21,12,0,0,1
1,19,9,11200,0,4
1,65,13,68000,0,4
1,41,9,40900,1,1
